,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,GPG,GSPG,MINPG,FGMPG,FGAPG,3FGMPG,3FGAPG,FTMPG,FTAPG,OFFPG,DEFPG,REBPG,ASTPG,STLPG,BLKPG,TOPG,PFPG,PTSPG,G_college,GS_college,MINPG_college,FGMPG_college,FGAPG_college,3FGMPG_college,3FGAPG_college,FTMPG_college,FTAPG_college,OFFPG_college,DEFPG_college,REBPG_college,ASTPG_college,STLPG_college,BLKPG_college,TOPG_college,PFPG_college,PTSPG_college,yrs_college,first_yr_college,last_yr_college,last_college,notes_college,CC_college,FR_college,DNP_college,FGM36_college,FGA36_college,3FGM36_college,3FGA36_college,FTM36_college,FTA36_college,OFF36_college,DEF36_college,REB36_college,AST36_college,STL36_college,BLK36_college,TO36_college,PF36_college,PTS36_college,yrs_since_college,rand,train_ind
2431,NBA,Kevin,Martin,G,Regular Season,2004,(2015-16),714.0,504,21559,3847.0,8797.0,1141,2969,3561.0,4091,401,1877,2278,1352,643,78,1200,1361,12396.0,-99.0,0,0,30.19467787114846,5.3879551820728295,12.320728291316527,1.5980392156862746,4.158263305322129,4.987394957983193,5.7296918767507,0.561624649859944,2.6288515406162465,3.1904761904761907,1.8935574229691876,0.9005602240896359,0.1092436974789916,1.680672268907563,1.9061624649859943,17.361344537815125,79,77,31.835443037974684,7.151898734177215,15.49367088607595,2.2025316455696204,6.367088607594937,6.7594936708860756,8.037974683544304,0.9493670886075949,3.5316455696202533,4.481012658227848,1.6835443037974684,1.6962025316455696,0.379746835443038,2.9367088607594938,2.1265822784810124,23.265822784810126,3,2002,2004,Western Carolina University,nan,0,0,0,8.087475149105368,17.52047713717694,2.49065606361829,7.2,7.6437375745526825,9.089463220675945,1.073558648111332,3.9936381709741555,5.067196819085487,1.9037773359840955,1.9180914512922465,0.4294234592445328,3.3208747514910537,2.4047713717693835,26.30934393638171,2004,0.060099701487615786,train
2435,NBA,Slater,Martin,G,Regular Season,1949,(1959-60),745.0,0,21889,2632.0,7224.0,0,0,2073.0,2720,0,0,2302,3160,0,0,0,2238,7337.0,-99.0,0,0,29.381208053691275,3.5328859060402684,9.696644295302013,0,0,2.7825503355704697,3.651006711409396,0,0,3.08993288590604,4.241610738255034,0,0,0,3.004026845637584,9.848322147651007,90,-99,-99,5.277777777777778,-99,0,0,2.111111111111111,-99,-99,-99,-99,-99,-99,-99,-99,-99,12.666666666666666,6,1944,1949,University of Texas at Austin,nan,0,0,2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1949,0.557746010011074,train
2436,NBA,Whitey,Martin,G,Regular Season,1961,(1961-62),66.0,0,1018,95.0,292.0,0,0,37.0,55,0,0,158,115,0,0,0,158,227.0,-99.0,0,0,15.424242424242424,1.4393939393939394,4.424242424242424,0,0,0.5606060606060606,0.8333333333333334,0,0,2.393939393939394,1.7424242424242424,0,0,0,2.393939393939394,3.4393939393939394,76,-99,-99,4.5,9.986842105263158,0,0,1.4736842105263157,2.3289473684210527,-99,-99,5.434210526315789,-99,-99,-99,-99,3.0789473684210527,10.473684210526315,4,1958,1961,St. Bonaventure University,nan,0,1,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1961,0.08134706023948823,train
2438,NBA,Al,Masino,G,Regular Season,1950,(1953-54),99.0,0,1954,160.0,462.0,0,0,158.0,253,0,0,205,182,0,0,0,296,478.0,-99.0,0,0,19.737373737373737,1.6161616161616161,4.666666666666667,0,0,1.595959595959596,2.5555555555555554,0,0,2.0707070707070705,1.8383838383838385,0,0,0,2.98989898989899,4.828282828282828,81,-99,-99,1.4814814814814814,5.0246913580246915,0,0,1.1358024691358024,1.7407407407407407,-99,-99,-99,-99,-99,-99,-99,1.6790123456790123,4.098765432098766,4,1947,1950,Canisius College,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1950,0.2166899375081286,train
2439,NBA,Anthony,Mason,F,Regular Season,1988,(2002-03),882.0,559,30605,3583.0,7033.0,2,12,2488.0,3511,1912,5367,7279,2963,648,244,1549,2353,9656.0,-99.0,0,0,34.69954648526077,4.062358276643991,7.973922902494331,0.0022675736961451248,0.013605442176870748,2.820861678004535,3.9807256235827664,2.1678004535147393,6.085034013605442,8.25283446712018,3.3594104308390023,0.7346938775510204,0.2766439909297052,1.756235827664399,2.6678004535147393,10.947845804988662,111,-99,33.5945945945946,7.054054054054054,15.288288288288289,0.5135135135135135,1.1711711711711712,4.072072072072072,5.711711711711712,-99,-99,8.054054054054054,2.4144144144144146,1.2612612612612613,0.36936936936936937,2.981981981981982,2.4774774774774775,18.693693693693692,4,1985,1988,Tennessee State University,nan,0,0,0,7.5591311343523735,16.382944489139177,0.5502815768302494,1.255028157683025,4.363636363636363,6.120675784392599,-99.0,-99.0,8.630732099758648,2.587288817377313,1.3515687851971037,0.3958165728077232,3.1954947707160097,2.6548672566371683,20.032180209171358,1988,0.16286002659238485,train
2442,NBA,Roger,Mason,G,Regular Season,2002,(2013-14),518.0,103,9147,1196.0,2933.0,594,1549,303.0,350,78,819,897,677,189,75,370,709,3289.0,-99.0,0,0,17.658301158301157,2.3088803088803087,5.662162162162162,1.1467181467181466,2.9903474903474905,0.584942084942085,0.6756756756756757,0.15057915057915058,1.5810810810810811,1.7316602316602316,1.306949806949807,0.36486486486486486,0.14478764478764478,0.7142857142857143,1.3687258687258688,6.3494208494208495,89,68,29.59550561797753,4.359550561797753,9.98876404494382,1.5393258426966292,4.101123595505618,3.5730337078651684,4.112359550561798,0.7415730337078652,2.2808988764044944,3.0224719101123596,2.5842696629213484,1.0112359550561798,0.3707865168539326,2.191011235955056,2.348314606741573,13.831460674157304,3,2000,2002,University of Virginia,nan,0,0,0,5.302961275626423,12.150341685649202,1.8724373576309794,4.988610478359909,4.34624145785877,5.002277904328018,0.9020501138952164,2.774487471526196,3.676537585421412,3.1435079726651476,1.2300683371298406,0.4510250569476082,2.665148063781321,2.856492027334852,16.8246013667426,2002,0.30368612831566866,train
2443,NBA,Tony,Massenburg,F,Regular Season,1990,(2004-05),683.0,233,12291,1638.0,3484.0,1,11,961.0,1363,1054,1910,2964,266,261,322,685,1607,4238.0,-99.0,0,0,17.995607613469986,2.398243045387994,5.101024890190336,0.0014641288433382138,0.016105417276720352,1.4070278184480234,1.9956076134699854,1.5431918008784773,2.7964860907759883,4.339677891654466,0.38945827232796487,0.3821376281112738,0.47144948755490484,1.0029282576866765,2.3528550512445094,6.20497803806735,112,83,26.241071428571427,4.678571428571429,8.9375,0,0.026785714285714284,2.732142857142857,4.25,-99,-99,6.446428571428571,0.45535714285714285,0.5446428571428571,0.8660714285714286,1.6696428571428572,2.6785714285714284,12.089285714285714,5,1986,1990,University of Maryland,redshirted,0,0,1,6.418509697175911,12.261313371895204,0.0,0.03674719292276284,3.7482136781218105,5.830554610411705,-99.0,-99.0,8.843824430078259,0.6247022796869683,0.7471929227628445,1.1881592378359986,2.290575025518884,3.6747192922762846,16.58523307247363,1990,0.06240886786429867,train
2444,NBA,Eddie,Mast,F-C,Regular Season,1969,(1972-73),112.0,-99,881,114.0,296.0,0,0,55.0,91,0,0,265,51,0,0,0,114,283.0,-99.0,0,0,7.866071428571429,1.0178571428571428,2.642857142857143,0,0,0.49107142857142855,0.8125,0,0,2.3660714285714284,0.45535714285714285,0,0,0,1.0178571428571428,2.5267857142857144,76,-99,-99,3.1973684210526314,7.171052631578948,0,0,1.5526315789473684,2.3026315789473686,-99,-99,6.394736842105263,-99,-99,-99,-99,2.236842105263158,7.947368421052632,3,1967,1969,Temple University,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1969,0.24824079390540554,train
2445,NBA,Yante,Maten,F,Regular Season,2018,(2018-19),2.0,0,13,1.0,4.0,0,1,0.0,0,1,2,3,0,1,0,0,0,2.0,-99.0,0,0,6.5,0.5,2.0,0,0.5,0.0,0.0,0.5,1,1.5,0.0,0.5,0,0,0.0,1.0,128,97,27.9375,5.1171875,10.5859375,0.453125,1.125,4.046875,5.359375,2.6015625,4.34375,6.9453125,1.0078125,0.4296875,1.5546875,1.9140625,2.421875,14.734375,4,2015,2018,University of Georgia,nan,0,0,0,6.593959731543624,13.640939597315436,0.5838926174496644,1.4496644295302012,5.214765100671141,6.906040268456376,3.3523489932885906,5.59731543624161,8.949664429530202,1.2986577181208054,0.5536912751677853,2.0033557046979866,2.466442953020134,3.120805369127517,18.98657718120805,2018,0.24492308042695365,train
2446,NBA,Garrison,Mathews,G,Regular Season,2019,(2022-23),201.0,57,3663,378.0,955.0,297,810,306.0,362,65,309,374,126,118,37,78,368,1359.0,-99.0,0,0,18.223880597014926,1.8805970149253732,4.751243781094527,1.4776119402985075,4.029850746268656,1.5223880597014925,1.800995024875622,0.32338308457711445,1.537313432835821,1.8606965174129353,0.6268656716417911,0.5870646766169154,0.18407960199004975,0.3880597014925373,1.8308457711442787,6.7611940298507465,134,112,28.16417910447761,5.634328358208955,12.634328358208956,2.6865671641791047,7.186567164179104,4.537313432835821,5.753731343283582,1.037313432835821,3.9402985074626864,4.977611940298507,1.8805970149253732,0.8731343283582089,0.23880597014925373,2.0522388059701493,2.298507462686567,18.492537313432837,4,2016,2019,Lipscomb University,nan,0,0,0,7.201907790143085,16.14944356120827,3.4340222575516695,9.186009538950715,5.799682034976152,7.354531001589826,1.3259141494435613,5.036565977742448,6.362480127186009,2.4038155802861687,1.1160572337042924,0.30524642289348175,2.6232114467408585,2.9379968203497615,23.637519872813993,2019,0.3732489897411476,train
2447,NBA,Mangok,Mathiang,C,Regular Season,2017,(2017-18),4.0,0,20,4.0,7.0,0,0,0.0,1,3,7,10,0,1,0,0,5,8.0,-99.0,0,0,5,1.0,1.75,0,0,0.0,0.25,0.75,1.75,2.5,0.0,0.25,0,0,1.25,2.0,77,30,19.5974025974026,2.103896103896104,4.207792207792208,0,0,1.2207792207792207,2.064935064935065,2.4805194805194803,2.896103896103896,5.376623376623376,0.5844155844155844,0.5584415584415584,1.2337662337662338,0.974025974025974,2.4155844155844157,5.428571428571429,3,2015,2017,University of Louisville,nan,0,0,0,3.8648111332007953,7.729622266401591,0.0,0.0,2.2425447316103377,3.79324055666004,4.5566600397614305,5.320079522862822,9.876739562624252,1.073558648111332,1.0258449304174948,2.2664015904572565,1.7892644135188864,4.437375745526839,9.972166998011929,2017,0.5959241766876603,train
2448,NBA,Dakota,Mathias,G,Regular Season,2018,(2021-22),14.0,2,139,21.0,54.0,10,32,2.0,6,1,8,9,14,2,3,1,8,54.0,-99.0,0,0,9.928571428571429,1.5,3.857142857142857,0.7142857142857143,2.2857142857142856,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.5714285714285714,0.6428571428571429,1.0,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.5714285714285714,3.857142857142857,141,94,25.56028368794326,2.730496453900709,6.290780141843972,1.7730496453900708,4.23404255319149,0.851063829787234,1.0567375886524824,0.14893617021276595,2.9361702127659575,3.0851063829787235,2.893617021276596,0.7375886524822695,0.1276595744680851,1.0851063829787233,1.7730496453900708,8.085106382978724,4,2015,2018,Purdue University,nan,0,0,0,3.8457269700332963,8.86015538290788,2.497225305216426,5.963374028856826,1.1986681465038846,1.4883462819089903,0.20976692563817978,4.1354051054384025,4.345172031076582,4.075471698113208,1.0388457269700333,0.17980022197558268,1.5283018867924527,2.497225305216426,11.387347391786905,2018,0.0245010574462885,train
2449,NBA,Wes,Matthews,G,Regular Season,1980,(1989-90),465.0,102,9305,1463.0,3059.0,36,160,692.0,878,172,454,626,1955,444,81,963,964,3654.0,-99.0,0,0,20.010752688172044,3.1462365591397847,6.578494623655914,0.07741935483870968,0.34408602150537637,1.4881720430107528,1.8881720430107527,0.36989247311827955,0.9763440860215054,1.346236559139785,4.204301075268817,0.9548387096774194,0.17419354838709677,2.0709677419354837,2.0731182795698926,7.858064516129033,69,64,34.04347826086956,7.086956521739131,14.869565217391305,0,0,3.9565217391304346,4.840579710144928,-99,-99,2.739130434782609,3.6956521739130435,1.6376811594202898,0.34782608695652173,4.63768115942029,3.130434782608696,18.130434782608695,3,1978,1980,University of Wisconsin-Madison,nan,0,0,0,7.4942528735632195,15.724137931034484,0.0,0.0,4.183908045977011,5.118773946360154,-99.0,-99.0,2.8965517241379315,3.9080459770114944,1.731800766283525,0.367816091954023,4.904214559386974,3.3103448275862073,19.172413793103452,1980,0.2956437460984296,train
2451,NBA,Ariel,Maughan,F,Regular Season,1942,(1950-51),259.0,0,0,744.0,2659.0,0,0,555.0,780,0,0,141,311,0,0,0,668,2043.0,-99.0,0,0,0,2.8725868725868726,10.266409266409266,0,0,2.142857142857143,3.011583011583012,0,0,0.5444015444015444,1.2007722007722008,0,0,0,2.5791505791505793,7.888030888030888,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1942,1942,Utah State University,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1942,0.10476781972138838,train
2456,NBA,Vernon,Maxwell,G,Regular Season,1988,(2000-01),855.0,497,24309,3932.0,9878.0,1256,3931,1792.0,2446,378,1822,2200,2912,975,152,1663,1766,10912.0,-99.0,0,0,28.431578947368422,4.598830409356725,11.553216374269006,1.4690058479532164,4.59766081871345,2.095906432748538,2.8608187134502923,0.4421052631578947,2.1309941520467834,2.573099415204678,3.4058479532163743,1.1403508771929824,0.17777777777777778,1.9450292397660818,2.0654970760233917,12.762573099415205,130,-99,32.261538461538464,7.084615384615384,15.346153846153847,0.7923076923076923,2.1153846153846154,3.8846153846153846,5.430769230769231,-99,-99,3.707692307692308,2.9692307692307693,1.5846153846153845,0.16153846153846155,2.3923076923076922,2.3,18.846153846153847,4,1985,1988,University of Florida,nan,0,0,0,7.905579399141629,17.124463519313306,0.8841201716738196,2.3605150214592276,4.334763948497854,6.060085836909871,-99.0,-99.0,4.1373390557939915,3.313304721030043,1.7682403433476392,0.18025751072961374,2.669527896995708,2.566523605150214,21.030042918454935,1988,0.4315672196668797,train
2457,NBA,Don,May,F,Regular Season,1968,(1974-75),379.0,-99,6619,1351.0,2981.0,0,0,637.0,798,29,120,1309,389,29,10,0,751,3339.0,-99.0,0,0,17.464379947229553,3.5646437994722957,7.8654353562005275,0,0,1.6807387862796834,2.1055408970976255,0.07651715039577836,0.316622691292876,3.453825857519789,1.0263852242744063,0.07651715039577836,0.026385224274406333,0,1.9815303430079156,8.810026385224274,90,-99,-99,8.166666666666666,17.3,0,0,5.666666666666667,7.366666666666666,-99,-99,14.455555555555556,-99,-99,-99,-99,3.033333333333333,22,4,1965,1968,University of Dayton,nan,0,1,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1968,0.01634542575551301,train
2458,NBA,Scott,May,F,Regular Season,1976,(1982-83),355.0,8,8029,1432.0,3100.0,0,8,826.0,1018,508,942,1450,610,285,44,429,790,3690.0,-99.0,0,0,22.616901408450705,4.033802816901408,8.732394366197184,0,0.022535211267605635,2.3267605633802817,2.867605633802817,1.4309859154929578,2.6535211267605634,4.084507042253521,1.7183098591549295,0.8028169014084507,0.12394366197183099,1.208450704225352,2.2253521126760565,10.394366197183098,90,-99,-99,7.4,14.411111111111111,0,0,2.9,3.7444444444444445,-99,-99,6.6,1.8444444444444446,-99,-99,-99,2.8555555555555556,17.7,4,1973,1976,Indiana University,nan,0,0,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1976,0.2379362086695248,train
2460,NBA,Lee,Mayberry,G,Regular Season,1992,(1998-99),496.0,150,10337,950.0,2287.0,379,1006,267.0,405,142,500,642,1767,352,43,591,865,2546.0,-99.0,0,0,20.840725806451612,1.9153225806451613,4.610887096774194,0.7641129032258065,2.028225806451613,0.5383064516129032,0.8165322580645161,0.2862903225806452,1.0080645161290323,1.2943548387096775,3.5625,0.7096774193548387,0.08669354838709678,1.1915322580645162,1.7439516129032258,5.133064516129032,139,138,32.48201438848921,5.201438848920863,10.503597122302159,1.5683453237410072,3.697841726618705,1.985611510791367,2.741007194244604,0.935251798561151,2.0071942446043165,2.9424460431654675,5.244604316546763,2.093525179856115,0.17266187050359713,1.669064748201439,1.7410071942446044,13.956834532374101,4,1989,1992,University of Arkansas,nan,0,0,0,5.764784053156145,11.641196013289036,1.7382059800664449,4.098338870431894,2.2006644518272425,3.037873754152823,1.0365448504983388,2.224584717607973,3.261129568106312,5.812624584717607,2.320265780730897,0.19136212624584714,1.8498338870431892,1.9295681063122923,15.468438538205978,1992,0.28413864816099776,train
2465,NBA,Eric,Maynor,G,Regular Season,2009,(2013-14),267.0,2,3896,440.0,1122.0,111,317,150.0,208,67,281,348,760,111,20,281,296,1141.0,-99.0,0,0,14.591760299625468,1.647940074906367,4.202247191011236,0.4157303370786517,1.1872659176029963,0.5617977528089888,0.7790262172284644,0.250936329588015,1.0524344569288389,1.303370786516854,2.846441947565543,0.4157303370786517,0.0749063670411985,1.0524344569288389,1.1086142322097379,4.273408239700374,130,104,30.692307692307693,5.030769230769231,11.207692307692307,1.0923076923076922,2.953846153846154,3.8692307692307693,4.892307692307693,0.5384615384615384,2.8615384615384616,3.4,5.184615384615385,1.2923076923076924,0.15384615384615385,2.4461538461538463,1.9846153846153847,15.023076923076923,4,2006,2009,Virginia Commonwealth University,nan,0,0,0,5.900751879699248,13.145864661654135,1.2812030075187968,3.4646616541353383,4.538345864661654,5.738345864661654,0.631578947368421,3.356390977443609,3.98796992481203,6.081203007518797,1.5157894736842106,0.18045112781954886,2.869172932330827,2.3278195488721805,17.621052631578948,2009,0.31284029184812834,train
