,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,GPG,GSPG,MINPG,FGMPG,FGAPG,3FGMPG,3FGAPG,FTMPG,FTAPG,OFFPG,DEFPG,REBPG,ASTPG,STLPG,BLKPG,TOPG,PFPG,PTSPG,G_college,GS_college,MINPG_college,FGMPG_college,FGAPG_college,3FGMPG_college,3FGAPG_college,FTMPG_college,FTAPG_college,OFFPG_college,DEFPG_college,REBPG_college,ASTPG_college,STLPG_college,BLKPG_college,TOPG_college,PFPG_college,PTSPG_college,yrs_college,first_yr_college,last_yr_college,last_college,notes_college,CC_college,FR_college,DNP_college,FGM36_college,FGA36_college,3FGM36_college,3FGA36_college,FTM36_college,FTA36_college,OFF36_college,DEF36_college,REB36_college,AST36_college,STL36_college,BLK36_college,TO36_college,PF36_college,PTS36_college,yrs_since_college,rand,train_ind
433,NBA,Frank,Brickowski,F-C,Regular Season,1981,(1996-97),731.0,404,16278,2873.0,5538.0,55,170,1501.0,2028,1007,2403,3410,1384,644,285,1372,2298,7302.0,-99.0,0,0,22.26812585499316,3.9302325581395348,7.575923392612859,0.07523939808481532,0.23255813953488372,2.0533515731874146,2.774281805745554,1.377564979480164,3.2872777017783856,4.66484268125855,1.893296853625171,0.8809849521203831,0.3898768809849521,1.8768809849521204,3.143638850889193,9.9890560875513,100,-99,19.22,3.28,6.11,0,0,1.9,2.41,-99,-99,5.25,1.27,-99,-99,-99,-99,8.46,4,1978,1981,Pennsylvania State University,nan,0,0,0,6.14360041623309,11.44432882414152,0.0,0.0,3.558792924037461,4.514047866805411,-99.0,-99.0,9.833506763787723,2.3787721123829346,-99.0,-99.0,-99.0,-99.0,15.845993756503645,1981,0.3267371559830804,train
435,NBA,Bill,Bridges,F-C,Regular Season,1961,(1974-75),926.0,-99,30878,4181.0,9463.0,0,0,2650.0,3824,257,376,11054,2553,69,36,0,3375,11012.0,-99.0,0,0,33.34557235421166,4.515118790496761,10.219222462203025,0,0,2.861771058315335,4.129589632829374,0.2775377969762419,0.4060475161987041,11.937365010799136,2.7570194384449245,0.07451403887688984,0.038876889848812095,0,3.6447084233261338,11.892008639308855,78,-99,-99,4.8076923076923075,11.974358974358974,0,0,3.5641025641025643,5.461538461538462,-99,-99,13.85897435897436,-99,-99,-99,-99,3.3846153846153846,13.179487179487179,4,1958,1961,University of Kansas,nan,0,1,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1961,0.12431467068910784,train
436,NBA,Mikal,Bridges,F,Regular Season,2018,(2022-23),392.0,325,12624,1903.0,3841.0,593,1576,755.0,881,351,1225,1576,912,494,244,395,789,5154.0,-99.0,0,0,32.204081632653065,4.854591836734694,9.798469387755102,1.5127551020408163,4.020408163265306,1.9260204081632653,2.247448979591837,0.8954081632653061,3.125,4.020408163265306,2.326530612244898,1.260204081632653,0.6224489795918368,1.0076530612244898,2.0127551020408165,13.14795918367347,116,73,27.336206896551722,3.9482758620689653,7.525862068965517,1.4741379310344827,3.689655172413793,1.9310344827586208,2.2844827586206895,1.1293103448275863,3.2155172413793105,4.344827586206897,1.5775862068965518,1.4051724137931034,0.8706896551724138,1.0689655172413792,2.2155172413793105,11.301724137931034,3,2016,2018,Villanova University,nan,0,0,0,5.199621570482498,9.911069063386945,1.9413434247871335,4.859035004730369,2.5430463576158946,3.0085146641438034,1.4872280037842955,4.234626300851467,5.7218543046357615,2.077578051087985,1.8505203405865658,1.1466414380321668,1.4077578051087984,2.917691579943236,14.883632923368022,2018,0.2380398822943416,train
437,NBA,Miles,Bridges,F,Regular Season,2018,(2021-22),291.0,188,8460,1465.0,3100.0,434,1255,529.0,654,326,1315,1641,656,213,216,401,579,3893.0,-99.0,0,0,29.072164948453608,5.034364261168385,10.652920962199312,1.4914089347079038,4.312714776632302,1.8178694158075601,2.247422680412371,1.120274914089347,4.518900343642612,5.639175257731959,2.254295532646048,0.7319587628865979,0.7422680412371134,1.3780068728522337,1.9896907216494846,13.378006872852234,62,60,31.64516129032258,6.225806451612903,13.241935483870968,2.0483870967741935,5.467741935483871,2.5161290322580645,3.2419354838709675,1.3548387096774193,6.209677419354839,7.564516129032258,2.4193548387096775,0.6451612903225806,1.1129032258064515,2.1451612903225805,1.6935483870967742,17.016129032258064,2,2017,2018,Michigan State University,nan,0,0,0,7.082568807339449,15.06422018348624,2.330275229357798,6.220183486238533,2.8623853211009176,3.688073394495413,1.5412844036697246,7.064220183486239,8.605504587155963,2.7522935779816518,0.7339449541284404,1.2660550458715596,2.4403669724770642,1.926605504587156,19.357798165137616,2018,0.24367039527795398,train
439,NBA,Amida,Brimah,C,Regular Season,2017,(2020-21),5.0,0,29,5.0,8.0,0,0,3.0,3,2,6,8,1,0,5,4,4,13.0,-99.0,0,0,5.8,1.0,1.6,0,0,0.6,0.6,0.4,1.2,1.6,0.2,0,1,0.8,0.8,2.6,133,102,21.872180451127818,2.6090225563909772,4.097744360902255,0,0,1.5112781954887218,2.345864661654135,1.7669172932330828,2.6842105263157894,4.451127819548872,0.21052631578947367,0.18796992481203006,2.7593984962406015,1.0075187969924813,2.887218045112782,6.7293233082706765,4,2014,2017,University of Connecticut,nan,0,0,0,4.294259195599863,6.744585768305259,0.0,0.0,2.4874527328979035,3.861120660020626,2.908215881746305,4.418013062908216,7.326228944654521,0.34651082846338954,0.30938466827088346,4.5417669302165695,1.6583018219319356,4.75214850464077,11.075971124097627,2017,0.02013598974940156,train
441,NBA,Isaiah,Briscoe,G,Regular Season,2017,(2018-19),39.0,0,559,55.0,138.0,11,34,15.0,26,5,69,74,87,11,2,31,66,136.0,-99.0,0,0,14.333333333333334,1.4102564102564104,3.5384615384615383,0.28205128205128205,0.8717948717948718,0.38461538461538464,0.6666666666666666,0.1282051282051282,1.7692307692307692,1.8974358974358974,2.230769230769231,0.28205128205128205,0.05128205128205128,0.7948717948717948,1.6923076923076923,3.4871794871794872,70,69,31.271428571428572,4.214285714285714,9.257142857142858,0.3142857142857143,1.3714285714285714,2.157142857142857,3.8857142857142857,1.457142857142857,3.914285714285714,5.371428571428571,3.6857142857142855,0.9285714285714286,0.17142857142857143,2.2142857142857144,2.6857142857142855,10.9,2,2016,2017,University of Kentucky,nan,0,0,0,4.851530379168571,10.656920968478758,0.36180904522613067,1.5788031064412973,2.483325719506624,4.473275468250343,1.6774783005938785,4.506167199634536,6.1836455002284145,4.243033348560986,1.068981269986295,0.19735038830516216,2.5491091822750116,3.0918227501142073,12.548195523069895,2017,0.5835183550223519,train
444,NBA,Allan,Bristow,F-G,Regular Season,1973,(1982-83),648.0,54,13277,1977.0,4296.0,16,56,1152.0,1444,893,1720,2613,2098,490,40,800,1337,5122.0,-99.0,0,0,20.489197530864196,3.050925925925926,6.62962962962963,0.024691358024691357,0.08641975308641975,1.7777777777777777,2.228395061728395,1.3780864197530864,2.654320987654321,4.032407407407407,3.2376543209876543,0.7561728395061729,0.06172839506172839,1.2345679012345678,2.0632716049382718,7.904320987654321,78,-99,-99,8.871794871794872,18.653846153846153,0,0,5.384615384615385,7.641025641025641,-99,-99,12.653846153846153,-99,-99,-99,-99,3.0128205128205128,23.128205128205128,4,1970,1973,Virginia Polytechnic Institute and State University,nan,0,1,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1973,0.49718552194591403,train
445,NBA,Wayman,Britt,G,Regular Season,1976,(1977-78),7.0,-99,16,3.0,10.0,0,0,3.0,4,1,3,4,2,1,0,1,3,9.0,-99.0,0,0,2.2857142857142856,0.42857142857142855,1.4285714285714286,0,0,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.14285714285714285,0,0.14285714285714285,0.42857142857142855,1.2857142857142858,97,88,-99,4.680412371134021,10.154639175257731,0,0,1,1.5670103092783505,-99,-99,4.402061855670103,-99,-99,-99,-99,3.2577319587628866,10.360824742268042,4,1973,1976,University of Michigan,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1976,0.12531980967872336,train
447,NBA,Dave,Britton,G,Regular Season,1980,(1980-81),2.0,-99,9,2.0,3.0,0,0,0.0,0,0,2,2,3,1,0,2,2,4.0,-99.0,0,0,4.5,1.0,1.5,0,0,0.0,0.0,0,1,1,1.5,0.5,0,1,1.0,2.0,67,-99,28.208955223880597,4.268656716417911,9.522388059701493,0,0,2.582089552238806,3.7611940298507465,-99,-99,3.1194029850746268,-99,-99,-99,-99,-99,11.119402985074627,4,1977,1980,Texas A&M University,nan,2,0,0,5.447619047619048,12.152380952380952,0.0,0.0,3.2952380952380955,4.8,-99.0,-99.0,3.9809523809523806,-99.0,-99.0,-99.0,-99.0,-99.0,14.19047619047619,1980,0.40612422902716405,train
448,NBA,Jon,Brockman,F,Regular Season,2009,(2011-12),150.0,10,1570,118.0,242.0,0,1,84.0,136,212,260,472,49,33,9,57,267,320.0,-99.0,0,0,10.466666666666667,0.7866666666666666,1.6133333333333333,0,0.006666666666666667,0.56,0.9066666666666666,1.4133333333333333,1.7333333333333334,3.1466666666666665,0.32666666666666666,0.22,0.06,0.38,1.78,2.1333333333333333,131,129,28.702290076335878,5.480916030534351,10.267175572519085,0,0.007633587786259542,2.816793893129771,4.603053435114504,3.717557251908397,6.076335877862595,9.793893129770993,1.015267175572519,0.8473282442748091,0.13740458015267176,2.068702290076336,2.8244274809160306,13.778625954198473,4,2006,2009,University of Washington,nan,0,0,0,6.874468085106383,12.877659574468087,0.0,0.009574468085106383,3.5329787234042556,5.773404255319149,4.662765957446809,7.621276595744681,12.28404255319149,1.2734042553191491,1.0627659574468085,0.1723404255319149,2.59468085106383,3.542553191489362,17.28191489361702,2009,0.14457600079973454,train
449,NBA,Ryan,Broekhoff,G,Regular Season,2013,(2019-20),59.0,1,633,79.0,185.0,58,144,22.0,27,13,93,106,33,11,8,22,50,238.0,-99.0,0,0,10.728813559322035,1.3389830508474576,3.135593220338983,0.9830508474576272,2.440677966101695,0.3728813559322034,0.4576271186440678,0.22033898305084745,1.576271186440678,1.7966101694915255,0.559322033898305,0.1864406779661017,0.13559322033898305,0.3728813559322034,0.847457627118644,4.033898305084746,134,107,27.17910447761194,3.8208955223880596,8.23134328358209,1.8805970149253732,4.611940298507463,2.3507462686567164,2.873134328358209,1.4104477611940298,4.865671641791045,6.276119402985074,1.835820895522388,0.9626865671641791,0.746268656716418,1.3880597014925373,1.7611940298507462,11.873134328358208,4,2010,2013,Valparaiso University,nan,0,0,0,5.060955518945635,10.902800658978583,2.490939044481055,6.108731466227348,3.113673805601318,3.8056013179571666,1.8682042833607908,6.444810543657331,8.31301482701812,2.43163097199341,1.2751235584843492,0.9884678747940693,1.8385502471169688,2.3327841845140034,15.726523887973642,2013,0.20933191613842517,train
450,NBA,Jim,Brogan,G,Regular Season,1980,(1982-83),121.0,19,1493,256.0,577.0,12,45,95.0,127,94,88,182,222,75,22,126,202,619.0,-99.0,0,0,12.338842975206612,2.115702479338843,4.768595041322314,0.09917355371900827,0.371900826446281,0.7851239669421488,1.0495867768595042,0.7768595041322314,0.7272727272727273,1.5041322314049588,1.834710743801653,0.6198347107438017,0.18181818181818182,1.0413223140495869,1.6694214876033058,5.115702479338843,110,-99,-99,6.545454545454546,13.063636363636364,0,0,1.981818181818182,2.518181818181818,-99,-99,3.5272727272727273,-99,-99,-99,-99,-99,15.072727272727272,4,1977,1980,West Virginia Wesleyan College,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1980,0.4876193578015976,train
453,NBA,Price,Brookfield,F-G,Regular Season,1944,(1949-50),61.0,0,0,187.0,661.0,0,0,102.0,138,0,0,0,137,0,0,0,152,476.0,-99.0,0,0,0,3.0655737704918034,10.836065573770492,0,0,1.6721311475409837,2.262295081967213,0,0,0,2.2459016393442623,0,0,0,2.4918032786885247,7.80327868852459,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,1940,1944,Iowa State University,played for Rochester (Independent),0,0,1,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1944,0.43069734374917645,train
455,NBA,Armoni,Brooks,G,Regular Season,2019,(2021-22),74.0,16,1364,176.0,481.0,134,406,25.0,33,30,141,171,92,40,16,49,108,511.0,-99.0,0,0,18.43243243243243,2.3783783783783785,6.5,1.8108108108108107,5.486486486486487,0.33783783783783783,0.44594594594594594,0.40540540540540543,1.9054054054054055,2.310810810810811,1.2432432432432432,0.5405405405405406,0.21621621621621623,0.6621621621621622,1.4594594594594594,6.905405405405405,100,40,21.8,3.27,7.88,2.29,5.77,0.59,0.83,0.8,3.45,4.25,0.56,0.65,0.25,0.61,1.33,9.42,3,2017,2019,University of Houston,nan,0,0,0,5.3999999999999995,13.012844036697246,3.7816513761467885,9.528440366972475,0.9743119266055045,1.3706422018348623,1.3211009174311927,5.697247706422019,7.0183486238532105,0.9247706422018349,1.073394495412844,0.4128440366972477,1.0073394495412844,2.196330275229358,15.555963302752293,2019,0.2841669739598418,train
457,NBA,Kevin,Brooks,F,Regular Season,1991,(1993-94),126.0,2,1031,172.0,429.0,12,60,61.0,71,40,101,141,48,18,6,69,84,417.0,-99.0,0,0,8.182539682539682,1.3650793650793651,3.4047619047619047,0.09523809523809523,0.47619047619047616,0.48412698412698413,0.5634920634920635,0.31746031746031744,0.8015873015873016,1.119047619047619,0.38095238095238093,0.14285714285714285,0.047619047619047616,0.5476190476190477,0.6666666666666666,3.3095238095238093,116,-99,37.35344827586207,7.612068965517241,14.594827586206897,1.2672413793103448,3.0948275862068964,3.2844827586206895,4.241379310344827,-99,-99,6.198275862068965,1.4913793103448276,0.6206896551724138,0.3793103448275862,2.3275862068965516,1.8706896551724137,19.775862068965516,4,1988,1991,University of Louisiana at Lafayette,nan,0,0,0,7.336256635125778,14.066005077313639,1.221324717285945,2.9826909762289406,3.1654742672513265,4.087699053773367,-99.0,-99.0,5.973690283867989,1.4373413339487653,0.5981998615278099,0.3655665820447726,2.2432494807292866,1.8029079159935377,19.05931225478883,1991,0.0009838497311686067,train
459,NBA,Michael,Brooks,F,Regular Season,1980,(1987-88),319.0,129,9372,1673.0,3445.0,5,33,735.0,1029,826,1175,2001,818,387,124,638,981,4086.0,-99.0,0,0,29.379310344827587,5.244514106583072,10.799373040752352,0.01567398119122257,0.10344827586206896,2.304075235109718,3.225705329153605,2.5893416927899686,3.683385579937304,6.2727272727272725,2.5642633228840124,1.213166144200627,0.3887147335423197,2,3.0752351097178683,12.808777429467085,114,-99,-99,9.333333333333334,17.333333333333332,0,0,4.385964912280702,6.2631578947368425,-99,-99,12.035087719298245,-99,-99,-99,-99,-99,23.05263157894737,4,1977,1980,La Salle University,nan,0,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1980,0.28497563641942325,train
460,NBA,Scott,Brooks,G,Regular Season,1987,(1997-98),680.0,7,9237,1233.0,2738.0,287,771,564.0,664,158,527,685,1608,480,30,451,828,3317.0,-99.0,0,0,13.583823529411765,1.813235294117647,4.026470588235294,0.42205882352941176,1.1338235294117647,0.8294117647058824,0.9764705882352941,0.2323529411764706,0.775,1.0073529411764706,2.364705882352941,0.7058823529411765,0.04411764705882353,0.663235294117647,1.2176470588235293,4.877941176470588,85,-99,-99,4.141176470588236,8.717647058823529,1.6588235294117648,3.9647058823529413,2.7058823529411766,3.176470588235294,-99,-99,1.7882352941176471,2.788235294117647,1.611764705882353,0.011764705882352941,1.8,2.411764705882353,12.647058823529411,4,1984,1987,"University of California, Irvine",nan,1,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1987,0.559397041818572,train
461,NBA,Andre,Brown,F,Regular Season,2004,(2008-09),75.0,1,598,82.0,159.0,0,1,33.0,66,70,108,178,11,14,8,48,73,197.0,-99.0,0,0,7.973333333333334,1.0933333333333333,2.12,0,0.013333333333333334,0.44,0.88,0.9333333333333333,1.44,2.3733333333333335,0.14666666666666667,0.18666666666666668,0.10666666666666667,0.64,0.9733333333333334,2.6266666666666665,107,72,28.97196261682243,4.186915887850467,8.345794392523365,0,0.018691588785046728,2.336448598130841,4.4672897196261685,3.2990654205607477,4.691588785046729,7.990654205607477,0.514018691588785,0.719626168224299,0.6542056074766355,1.8878504672897196,2.3271028037383177,10.710280373831775,4,2001,2004,DePaul University,nan,0,0,0,5.20258064516129,10.370322580645162,0.0,0.023225806451612898,2.903225806451613,5.550967741935485,4.099354838709677,5.829677419354838,9.929032258064517,0.6387096774193547,0.8941935483870967,0.8129032258064516,2.345806451612903,2.8916129032258064,13.308387096774192,2004,0.2981765802226618,train
464,NBA,Bobby,Brown,G,Regular Season,2007,(2017-18),158.0,2,1688,271.0,715.0,96,303,50.0,62,23,80,103,230,41,4,123,148,688.0,-99.0,0,0,10.683544303797468,1.7151898734177216,4.525316455696203,0.6075949367088608,1.9177215189873418,0.31645569620253167,0.3924050632911392,0.14556962025316456,0.5063291139240507,0.6518987341772152,1.4556962025316456,0.25949367088607594,0.02531645569620253,0.7784810126582279,0.9367088607594937,4.3544303797468356,116,103,34.19827586206897,5.9655172413793105,13.931034482758621,2.646551724137931,7.017241379310345,2.3275862068965516,2.9482758620689653,0.49137931034482757,1.9827586206896552,2.4741379310344827,4.448275862068965,1.3103448275862069,0.1206896551724138,3.1120689655172415,3.1120689655172415,16.905172413793103,4,2004,2007,"California State University, Fullerton",nan,0,0,0,6.279808419460549,14.664986135618856,2.785984371061255,7.386942273758508,2.4502142677085956,3.1036047390975545,0.517267456516259,2.0872195613813966,2.604487017897655,4.682631711620871,1.3793798840433575,0.1270481472145198,3.2760272246029745,3.2760272246029745,17.795815477690947,2007,0.5408919576645566,train
465,NBA,Bruce,Brown,G,Regular Season,2018,(2022-23),349.0,212,8588,1172.0,2431.0,203,596,432.0,577,383,1098,1481,841,325,196,379,851,2979.0,-99.0,0,0,24.607449856733524,3.358166189111748,6.965616045845272,0.5816618911174785,1.7077363896848137,1.2378223495702005,1.653295128939828,1.0974212034383954,3.146131805157593,4.243553008595988,2.4097421203438394,0.9312320916905444,0.5616045845272206,1.0859598853868195,2.438395415472779,8.535816618911175,52,48,32.55769230769231,4.076923076923077,9.23076923076923,0.9423076923076923,2.980769230769231,2.576923076923077,3.673076923076923,1.4038461538461537,4.769230769230769,6.173076923076923,3.5,1.4230769230769231,0.6346153846153846,2.1153846153846154,2.423076923076923,11.673076923076923,2,2017,2018,University of Miami,nan,0,0,0,4.507974010632013,10.206733608978144,1.0419373892498522,3.29592439456586,2.849379799173066,4.06142941523922,1.5522740696987596,5.273479031305374,6.8257531010041355,3.87005316007088,1.5735380980507974,0.7017129356172476,2.3390431187241583,2.679267572356763,12.907265209686948,2018,0.14932091062089092,train
466,NBA,Charlie,Brown,G,Regular Season,2019,(2021-22),41.0,3,369,29.0,101.0,9,42,23.0,25,19,34,53,17,16,8,14,40,90.0,-99.0,0,0,9,0.7073170731707317,2.4634146341463414,0.21951219512195122,1.024390243902439,0.5609756097560976,0.6097560975609756,0.4634146341463415,0.8292682926829268,1.2926829268292683,0.4146341463414634,0.3902439024390244,0.1951219512195122,0.34146341463414637,0.975609756097561,2.1951219512195124,63,61,34.904761904761905,5.301587301587301,13.031746031746032,2.126984126984127,5.746031746031746,3.238095238095238,3.873015873015873,1.5714285714285714,4.015873015873016,5.587301587301587,1.2857142857142858,0.9206349206349206,0.7301587301587301,1.507936507936508,2.380952380952381,15.968253968253968,3,2017,2019,St. Joseph's University,nan,0,0,1,5.46793997271487,13.440654843110506,2.193724420190996,5.926330150068212,3.339699863574352,3.9945429740791267,1.6207366984993177,4.1418826739427015,5.7626193724420185,1.3260572987721693,0.9495225102319236,0.753069577080491,1.5552523874488402,2.455661664392906,16.46930422919509,2019,0.25912277483861346,train
467,NBA,Chaundee Jr.,Brown,G-F,Regular Season,2021,(2021-22),5.0,2,104,10.0,32.0,6,18,5.0,6,1,15,16,4,2,0,1,7,31.0,-99.0,0,0,20.8,2.0,6.4,1.2,3.6,1.0,1.2,0.2,3,3.2,0.8,0.4,0,0.2,1.4,6.2,112,74,24.580357142857142,3.5535714285714284,8.169642857142858,1.1428571428571428,3.25,1.5803571428571428,1.9464285714285714,1.2410714285714286,3.044642857142857,4.285714285714286,1.0892857142857142,0.39285714285714285,0.1875,1.2678571428571428,1.6875,9.830357142857142,4,2018,2021,University of Michigan,nan,0,0,0,5.204504177261169,11.965128950236107,1.6738103886669087,4.759898292771522,2.31456592807846,2.850708318198329,1.8176534689429715,4.459135488557937,6.276788957500909,1.5953505266981474,0.57537232110425,0.27460951689066476,1.856883399927352,2.471485652015983,14.397384671267709,2021,0.43555224548727545,train
468,NBA,Chucky,Brown,F,Regular Season,1989,(2001-02),694.0,265,11962,1712.0,3487.0,22,97,679.0,972,665,1483,2148,549,228,216,537,1177,4125.0,-99.0,0,0,17.236311239193082,2.4668587896253604,5.024495677233429,0.03170028818443804,0.13976945244956773,0.978386167146974,1.4005763688760806,0.9582132564841499,2.136887608069164,3.0951008645533142,0.7910662824207493,0.3285302593659942,0.3112391930835735,0.7737752161383286,1.6959654178674353,5.943804034582133,128,73,23.546875,4.3359375,7.78125,0.0546875,0.21875,1.875,2.8125,-99,-99,5.3046875,0.734375,0.484375,0.4921875,1.140625,1.6328125,10.6015625,4,1986,1989,North Carolina State University,nan,0,0,0,6.629064366290644,11.896483078964831,0.0836098208360982,0.3344392833443928,2.8666224286662243,4.299933642999337,-99.0,-99.0,8.110152621101527,1.1227604512276044,0.7405441274054412,0.7524883875248839,1.74386197743862,2.4963503649635035,16.208360982083608,1989,0.0758369996994378,train
469,NBA,Damone,Brown,F,Regular Season,2001,(2004-05),39.0,3,351,43.0,128.0,4,14,18.0,27,18,34,52,19,5,7,31,44,108.0,-99.0,0,0,9,1.1025641025641026,3.282051282051282,0.10256410256410256,0.358974358974359,0.46153846153846156,0.6923076923076923,0.46153846153846156,0.8717948717948718,1.3333333333333333,0.48717948717948717,0.1282051282051282,0.1794871794871795,0.7948717948717948,1.1282051282051282,2.769230769230769,113,91,25.82300884955752,4.336283185840708,8.716814159292035,0.17699115044247787,0.7876106194690266,2.0353982300884956,2.743362831858407,2.265486725663717,3.7787610619469025,6.04424778761062,1.247787610619469,1.0442477876106195,0.8495575221238938,1.4424778761061947,2.5132743362831858,10.88495575221239,4,1998,2001,Syracuse University,nan,0,0,0,6.045236463331048,12.152159013022619,0.24674434544208362,1.098012337217272,2.837559972583962,3.824537354352296,3.1583276216586706,5.267991775188485,8.426319396847155,1.7395476353666897,1.4557916381082936,1.1843728581220012,2.0109664153529816,3.503769705277587,15.174777244688144,2001,0.17389502060458606,train
470,NBA,Darrell,Brown,F,Regular Season,1948,(1948-49),3.0,0,0,2.0,6.0,0,0,0.0,2,0,0,0,0,0,0,0,3,4.0,-99.0,0,0,0,0.6666666666666666,2.0,0,0,0.0,0.6666666666666666,0,0,0,0.0,0,0,0,1.0,1.3333333333333333,-99,-99,-99,-99,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,1942,1948,Humboldt State University,nan,0,0,2,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1948,0.30798773926043543,train
471,NBA,Dee,Brown,G,Regular Season,2006,(2008-09),68.0,11,711,50.0,147.0,13,52,27.0,42,15,54,69,119,32,7,48,79,140.0,-99.0,0,0,10.455882352941176,0.7352941176470589,2.161764705882353,0.19117647058823528,0.7647058823529411,0.39705882352941174,0.6176470588235294,0.22058823529411764,0.7941176470588235,1.0147058823529411,1.75,0.47058823529411764,0.10294117647058823,0.7058823529411765,1.161764705882353,2.0588235294117645,137,136,34.29197080291971,4.656934306569343,11.036496350364963,2.1824817518248176,6.065693430656935,1.72992700729927,2.386861313868613,0.7664233576642335,2.5036496350364965,3.27007299270073,4.91970802919708,1.686131386861314,0.051094890510948905,2.145985401459854,1.8613138686131387,13.226277372262773,4,2003,2006,University of Illinois at Urbana-Champaign,nan,0,0,0,4.888888888888888,11.586206896551724,2.2911877394636013,6.367816091954023,1.8160919540229885,2.5057471264367814,0.8045977011494253,2.6283524904214564,3.432950191570881,5.164750957854406,1.7701149425287357,0.053639846743295014,2.2528735632183907,1.9540229885057472,13.885057471264368,2006,0.13746798182250353,train
474,NBA,Devin,Brown,G,Regular Season,2002,(2009-10),465.0,127,9022,1174.0,2927.0,300,888,704.0,907,336,952,1288,679,263,58,505,747,3352.0,-99.0,0,0,19.40215053763441,2.524731182795699,6.294623655913979,0.6451612903225806,1.9096774193548387,1.5139784946236559,1.950537634408602,0.7225806451612903,2.0473118279569893,2.7698924731182797,1.4602150537634409,0.5655913978494623,0.12473118279569892,1.086021505376344,1.6064516129032258,7.208602150537635,105,92,32.03809523809524,6.066666666666666,14.742857142857142,1.619047619047619,5.247619047619048,4.552380952380952,6.20952380952381,2.1904761904761907,4.961904761904762,7.152380952380953,2.6952380952380954,1.7523809523809524,0.4095238095238095,2.8095238095238093,2.7142857142857144,18.304761904761904,4,1999,2002,University of Texas at San Antonio,nan,0,0,0,6.816884661117716,16.565992865636147,1.8192627824019025,5.896551724137931,5.115338882282996,6.9774078478002375,2.461355529131986,5.57550535077289,8.036860879904875,3.028537455410226,1.9690844233055884,0.46016646848989295,3.156956004756242,3.0499405469678957,20.568370986920332,2002,0.14398423143744232,train
475,NBA,Ernest,Brown,C,Regular Season,2000,(2001-02),3.0,0,21,1.0,6.0,0,0,1.0,4,1,5,6,0,0,1,3,4,3.0,-99.0,0,0,7,0.3333333333333333,2.0,0,0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,2,0.0,0,0.3333333333333333,1,1.3333333333333333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1999,2000,Indian Hills CC,nan,2,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2000,0.48670836836576936,train
476,NBA,Fred,Brown,G,Regular Season,1971,(1983-84),963.0,4,24422,6006.0,12568.0,110,295,1896.0,2211,681,1601,2637,3160,1149,166,840,1937,14018.0,-99.0,0,0,25.360332294911736,6.2367601246105915,13.050882658359294,0.1142263759086189,0.3063343717549325,1.9688473520249221,2.29595015576324,0.7071651090342679,1.6625129802699896,2.7383177570093458,3.2814122533748704,1.1931464174454829,0.17237798546209762,0.8722741433021807,2.011422637590862,14.556593977154725,48,-99,-99,9.333333333333334,18.645833333333332,0,0,4.0625,4.958333333333333,-99,-99,4.208333333333333,-99,-99,-99,-99,3.5416666666666665,22.729166666666668,4,1968,1971,University of Iowa,nan,2,0,0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1971,0.035215821947043535,train
