,League,FirstName,LastName,Pos.,Type,From,To,G,GS,MIN,FGM,FGA,3FGM,3FGA,FTM,FTA,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,Unnamed: 28,G.1,GS.1,MIN.1,FGM.1,FGA.1,3FGM.1,3FGA.1,FTM.1,FTA.1,OFF.1,DEF.1,REB.1,AST.1,STL.1,BLK.1,TO.1,PF.1,PTS.1
1239,NBA,Dale,Davis,F,Regular Season,(1991-92),(2006-07),1094.0,863,29606,3592.0,6779.0,0,8,1522.0,2708,3303,5302,8605,978,691,1270,1090,2878,8706.0,,---,---,27.062157221206583,3.283363802559415,6.196526508226691,0,0.007312614259597806,1.3912248628884827,2.4753199268738575,3.019195612431444,4.8464351005484465,7.865630712979891,0.8939670932358318,0.6316270566727605,1.1608775137111518,0.9963436928702011,2.6307129798903106,7.957952468007313
1240,NBA,Deyonta,Davis,C,Regular Season,(2016-17),(2018-19),107.0,6,1299,200.0,334.0,0,1,54.0,85,105,241,346,47,21,61,43,177,454.0,,---,---,12.14018691588785,1.8691588785046729,3.121495327102804,0,0.009345794392523364,0.5046728971962616,0.794392523364486,0.9813084112149533,2.2523364485981308,3.2336448598130842,0.4392523364485981,0.19626168224299065,0.5700934579439252,0.40186915887850466,1.6542056074766356,4.242990654205608
1241,NBA,Dwight,Davis,F,Regular Season,(1972-73),(1976-77),340.0,,8010,1130.0,2669.0,---,---,676.0,926,402,1026,1991,529,139,149,---,1076,2936.0,,---,---,23.558823529411764,3.323529411764706,7.85,---,---,1.988235294117647,2.723529411764706,1.1823529411764706,3.0176470588235293,5.855882352941176,1.5558823529411765,0.4088235294117647,0.43823529411764706,---,3.164705882352941,8.635294117647058
1242,NBA,Ed,Davis,F,Regular Season,(2010-11),(2021-22),722.0,106,13756,1773.0,3128.0,0,4,745.0,1277,1590,3025,4615,540,349,566,532,1749,4291.0,,---,---,19.05263157894737,2.455678670360111,4.332409972299169,0,0.00554016620498615,1.0318559556786704,1.7686980609418284,2.2022160664819945,4.189750692520776,6.39196675900277,0.7479224376731302,0.48337950138504154,0.7839335180055401,0.7368421052631579,2.4224376731301938,5.943213296398892
1243,NBA,Emanual,Davis,G,Regular Season,(1996-97),(2002-03),226.0,62,3934,402.0,1020.0,156,443,140.0,178,79,361,440,396,167,29,267,344,1100.0,,---,---,17.4070796460177,1.7787610619469028,4.513274336283186,0.6902654867256637,1.9601769911504425,0.6194690265486725,0.7876106194690266,0.3495575221238938,1.5973451327433628,1.9469026548672566,1.752212389380531,0.7389380530973452,0.12831858407079647,1.1814159292035398,1.5221238938053097,4.867256637168142
1244,NBA,Glen,Davis,F,Regular Season,(2007-08),(2014-15),514.0,121,10865,1614.0,3611.0,10,55,873.0,1247,731,1505,2236,457,357,173,528,1238,4111.0,,---,---,21.138132295719846,3.140077821011673,7.025291828793774,0.019455252918287938,0.10700389105058365,1.698443579766537,2.4260700389105057,1.4221789883268483,2.9280155642023344,4.3501945525291825,0.8891050583657587,0.6945525291828794,0.33657587548638135,1.027237354085603,2.4085603112840466,7.998054474708171
1245,NBA,Harry,Davis,F,Regular Season,(1978-79),(1979-80),44.0,,424,72.0,165.0,0,0,31.0,45,29,43,72,16,14,8,26,74,175.0,,---,---,9.636363636363637,1.6363636363636365,3.75,0,0,0.7045454545454546,1.0227272727272727,0.6590909090909091,0.9772727272727273,1.6363636363636365,0.36363636363636365,0.3181818181818182,0.18181818181818182,0.5909090909090909,1.6818181818181819,3.977272727272727
1246,NBA,Hubert,Davis,G,Regular Season,(1992-93),(2003-04),685.0,149,15143,2108.0,4600.0,728,1651,639.0,763,209,836,1045,1172,297,44,646,1011,5583.0,,---,---,22.106569343065694,3.0773722627737228,6.7153284671532845,1.0627737226277372,2.41021897810219,0.9328467153284672,1.1138686131386861,0.3051094890510949,1.2204379562043797,1.5255474452554745,1.710948905109489,0.4335766423357664,0.06423357664233577,0.9430656934306569,1.475912408759124,8.15036496350365
1247,NBA,Jim,Davis,C-F,Regular Season,(1967-68),(1974-75),597.0,,10027,1518.0,3291.0,---,---,961.0,1425,198,380,3109,739,89,66,---,1463,3997.0,,---,---,16.79564489112228,2.542713567839196,5.5125628140703515,---,---,1.609715242881072,2.386934673366834,0.3316582914572864,0.6365159128978225,5.207705192629816,1.23785594639866,0.1490787269681742,0.11055276381909548,---,2.4505862646566166,6.695142378559464
1248,NBA,Johnny,Davis,G,Regular Season,(1976-77),(1985-86),750.0,212,21200,3699.0,8258.0,33,187,2279.0,2777,560,945,1505,3368,683,116,1398,1469,9710.0,,---,---,28.266666666666666,4.932,11.010666666666667,0.044,0.24933333333333332,3.038666666666667,3.7026666666666666,0.7466666666666667,1.26,2.006666666666667,4.490666666666667,0.9106666666666666,0.15466666666666667,1.864,1.9586666666666666,12.946666666666667
1249,NBA,Johnny Ch.,Davis,G,Regular Season,(2022-23),(2022-23),28.0,5,423,66.0,171.0,17,70,14.0,27,9,54,63,28,10,8,16,48,163.0,,,,,,,,,,,,,,,,,,,
1250,NBA,Josh,Davis,F,Regular Season,(2003-04),(2011-12),67.0,6,498,56.0,150.0,23,70,21.0,29,49,66,115,19,17,5,21,70,156.0,,---,---,7.432835820895522,0.835820895522388,2.2388059701492535,0.34328358208955223,1.044776119402985,0.31343283582089554,0.43283582089552236,0.7313432835820896,0.9850746268656716,1.7164179104477613,0.2835820895522388,0.2537313432835821,0.07462686567164178,0.31343283582089554,1.044776119402985,2.328358208955224
1251,ABA,Lee,Davis,C-F,Regular Season,(1968-69),(1975-76),453.0,---,7805,1510.0,3130.0,7,37,484.0,797,815,1380,2195,435,68,80,420,1071,3511.0,,---,---,17.229580573951434,3.3333333333333335,6.9094922737306845,0.01545253863134658,0.08167770419426049,1.0684326710816776,1.7593818984547462,1.7991169977924946,3.0463576158940397,4.845474613686534,0.9602649006622517,0.15011037527593818,0.17660044150110377,0.9271523178807947,2.3642384105960264,7.750551876379691
1252,NBA,Mark A.,Davis,G-F,Regular Season,(1995-96),(1999-00),230.0,37,3681,473.0,1071.0,28,114,287.0,438,291,406,697,294,200,75,324,481,1261.0,,---,---,16.004347826086956,2.0565217391304347,4.656521739130435,0.12173913043478261,0.4956521739130435,1.2478260869565216,1.9043478260869566,1.2652173913043478,1.7652173913043478,3.0304347826086957,1.2782608695652173,0.8695652173913043,0.32608695652173914,1.4086956521739131,2.091304347826087,5.482608695652174
1253,NBA,Mark G.,Davis,F-G,Regular Season,(1988-89),(1988-89),33.0,0,258,49.0,102.0,1,10,28.0,34,16,21,37,14,13,5,12,39,127.0,,---,---,7.818181818181818,1.4848484848484849,3.090909090909091,0.030303030303030304,0.30303030303030304,0.8484848484848485,1.0303030303030303,0.48484848484848486,0.6363636363636364,1.121212121212121,0.42424242424242425,0.3939393939393939,0.15151515151515152,0.36363636363636365,1.1818181818181819,3.8484848484848486
1254,ABL,Mel,Davis,F,Regular Season,(1961-62),(1962-63),44.0,,998,127.0,304.0,0,0,34.0,60,---,---,242,36,---,---,---,105,288.0,,---,---,22.681818181818183,2.8863636363636362,6.909090909090909,0,0,0.7727272727272727,1.3636363636363635,---,---,5.5,0.8181818181818182,---,---,---,2.3863636363636362,6.545454545454546
1255,NBA,Mel J.,Davis,F,Regular Season,(1973-74),(1976-77),190.0,,2572,431.0,1147.0,---,---,146.0,206,228,588,816,164,66,22,---,327,1008.0,,---,---,13.536842105263158,2.268421052631579,6.036842105263158,---,---,0.7684210526315789,1.0842105263157895,1.2,3.094736842105263,4.294736842105263,0.8631578947368421,0.3473684210526316,0.11578947368421053,---,1.7210526315789474,5.3052631578947365
1256,ABA,Mickey,Davis,F-G,Regular Season,(1971-72),(1971-72),23.0,---,126,25.0,63.0,0,2,14.0,20,21,20,41,9,---,---,17,23,64.0,,---,---,5.478260869565218,1.0869565217391304,2.739130434782609,0,0.08695652173913043,0.6086956521739131,0.8695652173913043,0.9130434782608695,0.8695652173913043,1.7826086956521738,0.391304347826087,---,---,0.7391304347826086,1,2.782608695652174
1257,NBA,Mickey,Davis,F-G,Regular Season,(1972-73),(1976-77),286.0,,3711,579.0,1265.0,---,---,320.0,380,182,392,800,295,76,16,---,363,1478.0,,---,---,12.975524475524475,2.0244755244755246,4.423076923076923,---,---,1.118881118881119,1.3286713286713288,0.6363636363636364,1.3706293706293706,2.797202797202797,1.0314685314685315,0.26573426573426573,0.055944055944055944,---,1.2692307692307692,5.1678321678321675
1258,NBA,Mike,Davis,F,Regular Season,(1982-83),(1982-83),8.0,0,28,4.0,10.0,0,0,6.0,10,3,7,10,0,0,4,0,4,14.0,,---,---,3.5,0.5,1.25,0,0,0.75,1.25,0.375,0.875,1.25,0,0,0.5,0,0.5,1.75
1259,NBA,Mike A.,Davis,G,Regular Season,(1969-70),(1972-73),204.0,,4298,840.0,1979.0,---,---,509.0,659,---,---,470,365,---,---,---,580,2189.0,,---,---,21.068627450980394,4.117647058823529,9.700980392156863,---,---,2.4950980392156863,3.230392156862745,---,---,2.303921568627451,1.7892156862745099,---,---,---,2.843137254901961,10.730392156862745
1260,ABA,Mike A.,Davis,G,Regular Season,(1972-73),(1972-73),38.0,---,553,93.0,222.0,6,23,62.0,87,21,20,41,47,,,36,87,254.0,,---,---,14.552631578947368,2.4473684210526314,5.842105263157895,0.15789473684210525,0.6052631578947368,1.631578947368421,2.289473684210526,0.5526315789473685,0.5263157894736842,1.0789473684210527,1.236842105263158,0,0,0.9473684210526315,2.289473684210526,6.684210526315789
1261,NBA,Monti,Davis,F,Regular Season,(1980-81),(1980-81),2.0,,10,1.0,5.0,0,0,1.0,5,2,2,4,0,0,1,0,0,3.0,,---,---,5,0.5,2.5,0,0,0.5,2.5,1,1,2,0,0,0.5,0,0,1.5
1262,NBA,Paul,Davis,C,Regular Season,(2006-07),(2009-10),82.0,2,702,88.0,219.0,0,1,41.0,56,74,84,158,32,22,15,30,105,217.0,,---,---,8.560975609756097,1.0731707317073171,2.6707317073170733,0,0.012195121951219513,0.5,0.6829268292682927,0.9024390243902439,1.024390243902439,1.9268292682926829,0.3902439024390244,0.2682926829268293,0.18292682926829268,0.36585365853658536,1.2804878048780488,2.6463414634146343
1263,NBA,Ralph,Davis,G,Regular Season,(1960-61),(1961-62),150.0,---,3202,545.0,1332.0,---,---,105.0,155,---,---,248,424,---,---,---,314,1195.0,,---,---,21.346666666666668,3.6333333333333333,8.88,---,---,0.7,1.0333333333333334,---,---,1.6533333333333333,2.8266666666666667,---,---,---,2.0933333333333333,7.966666666666667
1264,NBA,Red,Davis,C,Regular Season,(1955-56),(1955-56),3.0,---,16,0.0,6.0,---,---,2.0,2,---,---,4,1,---,---,---,2,2.0,,---,---,5.333333333333333,0.0,2.0,---,---,0.6666666666666666,0.6666666666666666,---,---,1.3333333333333333,0.3333333333333333,---,---,---,0.6666666666666666,0.6666666666666666
1265,NBA,Ricky,Davis,G,Regular Season,(1998-99),(2009-10),736.0,344,21927,3747.0,8410.0,583,1614,1835.0,2349,566,1984,2550,2426,732,187,1606,1430,9912.0,,---,---,29.79211956521739,5.091032608695652,11.42663043478261,0.7921195652173914,2.192934782608696,2.4932065217391304,3.191576086956522,0.7690217391304348,2.6956521739130435,3.464673913043478,3.296195652173913,0.9945652173913043,0.25407608695652173,2.182065217391304,1.9429347826086956,13.467391304347826
1266,NBA,Ron,Davis,G-F,Regular Season,(1976-77),(1981-82),78.0,0,951,157.0,374.0,2,8,101.0,177,56,83,139,53,43,11,66,115,417.0,,---,---,12.192307692307692,2.0128205128205128,4.794871794871795,0.02564102564102564,0.10256410256410256,1.294871794871795,2.269230769230769,0.717948717948718,1.064102564102564,1.7820512820512822,0.6794871794871795,0.5512820512820513,0.14102564102564102,0.8461538461538461,1.4743589743589745,5.346153846153846
1267,NBA,Terence,Davis,G,Regular Season,(2019-20),(2022-23),227.0,24,3660,661.0,1523.0,330,901,166.0,201,101,523,624,305,151,51,225,395,1818.0,,---,---,16.123348017621144,2.9118942731277535,6.709251101321586,1.4537444933920705,3.9691629955947136,0.7312775330396476,0.8854625550660793,0.44493392070484583,2.303964757709251,2.748898678414097,1.3436123348017621,0.6651982378854625,0.22466960352422907,0.9911894273127754,1.7400881057268722,8.008810572687224
1268,NBA,Terry,Davis,F-C,Regular Season,(1989-90),(2000-01),480.0,275,10369,1202.0,2545.0,3,19,654.0,1081,1106,1781,2887,273,183,149,518,1176,3061.0,,---,---,21.602083333333333,2.504166666666667,5.302083333333333,0.00625,0.03958333333333333,1.3625,2.252083333333333,2.3041666666666667,3.7104166666666667,6.014583333333333,0.56875,0.38125,0.3104166666666667,1.0791666666666666,2.45,6.377083333333333
1269,NBA,Tyler,Davis,C,Regular Season,(2018-19),(2018-19),1.0,0,1,0.0,1.0,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,,---,---,1,0.0,1.0,0,0,0.0,0,1,0,1,0,0,0,0,0,0.0
1270,NBA,Walt,Davis,C-F,Regular Season,(1953-54),(1957-58),325.0,---,5344,623.0,1651.0,---,---,312.0,449,---,---,1397,231,---,---,---,915,1558.0,,---,---,16.443076923076923,1.916923076923077,5.08,---,---,0.96,1.3815384615384616,---,---,4.298461538461538,0.7107692307692308,---,---,---,2.8153846153846156,4.793846153846154
1271,NBA,Walter,Davis,G-F,Regular Season,(1977-78),(1991-92),1033.0,373,28859,8118.0,15871.0,157,577,3128.0,3676,889,2164,3053,3878,1280,133,2541,2454,19521.0,,---,---,27.937076476282673,7.858664085188771,15.363988383349467,0.15198451113262343,0.558567279767667,3.028073572120039,3.558567279767667,0.8606001936108422,2.09486931268151,2.9554695062923524,3.7541142303969024,1.239109390125847,0.1287512100677638,2.4598257502420133,2.3756050338818975,18.897386253630202
1272,ABA,Warren,Davis,F-C,Regular Season,(1967-68),(1972-73),447.0,---,13090,2022.0,4215.0,2,16,1403.0,2030,1380,2717,4097,944,,,1076,1507,5449.0,,---,---,29.284116331096197,4.523489932885906,9.429530201342281,0.0044742729306487695,0.035794183445190156,3.1387024608501117,4.541387024608501,3.087248322147651,6.078299776286354,9.165548098434005,2.111856823266219,0,0,2.407158836689038,3.3713646532438477,12.190156599552573
1273,ABA,Willie,Davis,C,Regular Season,(1970-71),(1970-71),8.0,---,29,7.0,15.0,0,0,4.0,8,7,6,13,2,---,---,3,10,18.0,,---,---,3.625,0.875,1.875,0,0,0.5,1,0.875,0.75,1.625,0.25,---,---,0.375,1.25,2.25
1274,NBA,JD,Davison,G,Regular Season,(2022-23),(2022-23),12.0,0,66,8.0,19.0,2,7,1.0,2,2,7,9,11,2,2,4,5,19.0,,,,,,,,,,,,,,,,,,,
1275,NBA,Andre,Dawkins,G,Regular Season,(2014-15),(2014-15),4.0,0,22,1.0,6.0,1,6,0.0,0,0,2,2,1,0,0,1,3,3.0,,---,---,5.5,0.25,1.5,0.25,1.5,0.0,0,0,0.5,0.5,0.25,0,0,0.25,0.75,0.75
1276,NBA,Darryl,Dawkins,C,Regular Season,(1975-76),(1988-89),726.0,232,17235,3477.0,6079.0,2,15,1777.0,2593,1125,3307,4432,917,345,1023,1621,2784,8733.0,,---,---,23.739669421487605,4.789256198347108,8.3732782369146,0.0027548209366391185,0.02066115702479339,2.4476584022038566,3.571625344352617,1.5495867768595042,4.5550964187327825,6.104683195592287,1.2630853994490359,0.47520661157024796,1.4090909090909092,2.2327823691460056,3.834710743801653,12.02892561983471
1277,NBA,Johnny,Dawkins,G,Regular Season,(1986-87),(1994-95),541.0,303,14859,2361.0,5175.0,180,545,1082.0,1262,333,1003,1336,2997,618,29,1108,837,5984.0,,---,---,27.465804066543438,4.364140480591497,9.565619223659889,0.33271719038817005,1.0073937153419594,2.0,2.3327171903881703,0.6155268022181146,1.853974121996303,2.469500924214418,5.539741219963031,1.1423290203327172,0.053604436229205174,2.048059149722736,1.5471349353049908,11.060998151571164
1278,NBA,Paul,Dawkins,F,Regular Season,(1979-80),(1979-80),57.0,,776,141.0,300.0,1,5,33.0,48,42,83,125,77,33,9,76,112,316.0,,---,---,13.614035087719298,2.473684210526316,5.2631578947368425,0.017543859649122806,0.08771929824561403,0.5789473684210527,0.8421052631578947,0.7368421052631579,1.456140350877193,2.192982456140351,1.3508771929824561,0.5789473684210527,0.15789473684210525,1.3333333333333333,1.9649122807017543,5.543859649122807
1279,NBA,Branden,Dawson,F,Regular Season,(2015-16),(2015-16),6.0,0,29,2.0,5.0,0,0,1.0,1,2,2,4,0,0,1,0,2,5.0,,---,---,4.833333333333333,0.3333333333333333,0.8333333333333334,0,0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,0.16666666666666666,0,0.3333333333333333,0.8333333333333334
1280,NBA,Eric,Dawson,F,Regular Season,(2011-12),(2011-12),4.0,0,39,7.0,12.0,0,0,1.0,2,5,5,10,0,1,2,3,6,15.0,,---,---,9.75,1.75,3.0,0,0,0.25,0.5,1.25,1.25,2.5,0,0.25,0.5,0.75,1.5,3.75
1281,NBL,Jim,Dawson,C-F,Regular Season,(1946-47),(1946-47),10.0,---,---,8.0,,---,---,4.0,,---,---,---,---,---,---,---,,20.0,,---,---,---,0.8,0.0,---,---,0.4,,---,---,---,---,---,---,---,0,2.0
1282,ABA,Jimmy,Dawson,G,Regular Season,(1967-68),(1967-68),21.0,---,288,46.0,133.0,1,7,25.0,43,,,21,32,---,---,16,16,118.0,,---,---,13.714285714285714,2.1904761904761907,6.333333333333333,0.047619047619047616,0.3333333333333333,1.1904761904761905,2.0476190476190474,0,0,1,1.5238095238095237,---,---,0.7619047619047619,0.7619047619047619,5.619047619047619
1283,NBA,Tony,Dawson,F,Regular Season,(1990-91),(1994-95),6.0,0,30,7.0,15.0,2,4,1.0,1,2,3,5,1,0,0,3,4,17.0,,---,---,5,1.1666666666666667,2.5,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.8333333333333334,0.16666666666666666,0,0,0.5,0.6666666666666666,2.8333333333333335
1284,NBA,Todd,Day,G-F,Regular Season,(1992-93),(2000-01),483.0,197,12214,2036.0,5017.0,568,1646,1277.0,1727,578,1071,1649,713,532,291,717,1348,5917.0,,---,---,25.287784679089025,4.215320910973085,10.387163561076605,1.175983436853002,3.4078674948240164,2.6438923395445135,3.5755693581780537,1.196687370600414,2.217391304347826,3.4140786749482404,1.4761904761904763,1.1014492753623188,0.6024844720496895,1.484472049689441,2.790890269151139,12.250517598343686
1285,NBA,Austin,Daye,F,Regular Season,(2009-10),(2014-15),293.0,29,4132,567.0,1410.0,188,535,200.0,257,143,621,764,212,116,117,204,480,1522.0,,---,---,14.102389078498293,1.9351535836177474,4.812286689419795,0.6416382252559727,1.825938566552901,0.6825938566552902,0.8771331058020477,0.4880546075085324,2.1194539249146755,2.6075085324232083,0.7235494880546075,0.39590443686006827,0.3993174061433447,0.6962457337883959,1.6382252559726962,5.194539249146757
1286,NBA,Darren,Daye,F-G,Regular Season,(1983-84),(1987-88),328.0,22,5208,849.0,1730.0,2,17,525.0,771,321,523,844,672,191,53,429,607,2225.0,,---,---,15.878048780487806,2.5884146341463414,5.274390243902439,0.006097560975609756,0.051829268292682924,1.600609756097561,2.350609756097561,0.9786585365853658,1.5945121951219512,2.573170731707317,2.048780487804878,0.5823170731707317,0.16158536585365854,1.3079268292682926,1.850609756097561,6.783536585365853
1287,NBA,Darius,Days,F,Regular Season,(2022-23),(2022-23),4.0,0,25,5.0,12.0,3,10,2.0,2,1,5,6,1,0,1,0,2,15.0,,,,,,,,,,,,,,,,,,,
1288,NBA,Nando,De Colo,G,Regular Season,(2012-13),(2013-14),119.0,9,1414,169.0,394.0,49,135,66.0,79,37,174,211,203,63,12,116,135,453.0,,---,---,11.882352941176471,1.4201680672268908,3.310924369747899,0.4117647058823529,1.134453781512605,0.5546218487394958,0.6638655462184874,0.31092436974789917,1.4621848739495797,1.773109243697479,1.7058823529411764,0.5294117647058824,0.10084033613445378,0.9747899159663865,1.134453781512605,3.80672268907563
1289,NBA,Greg,Deane,G,Regular Season,(1979-80),(1979-80),7.0,,48,2.0,11.0,1,1,5.0,7,2,4,6,6,0,0,3,3,10.0,,---,---,6.857142857142857,0.2857142857142857,1.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,1,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.8571428571428571,0,0,0.42857142857142855,0.42857142857142855,1.4285714285714286
1290,ABA,Billy,DeAngelis,G,Regular Season,(1970-71),(1970-71),8.0,---,47,3.0,6.0,0,0,4.0,6,2,4,6,8,---,---,5,16,10.0,,---,---,5.875,0.375,0.75,0,0,0.5,0.75,0.25,0.5,0.75,1,---,---,0.625,2,1.25
1291,NBL,Leslie,Deaton,F-C,Regular Season,(1947-48),(1948-49),83.0,---,---,106.0,,---,---,93.0,,---,---,---,---,---,---,---,,305.0,,---,---,---,1.2771084337349397,0.0,---,---,1.1204819277108433,,---,---,---,---,---,---,---,0,3.674698795180723
1292,NBL,Rudolph,Debnar,G,Regular Season,(1941-42),(1945-46),55.0,---,---,107.0,,---,---,89.0,,---,---,---,---,---,---,---,,303.0,,---,---,---,1.9454545454545455,0.0,---,---,1.6181818181818182,,---,---,---,---,---,---,---,0,5.509090909090909
1293,NBA,Dave,DeBusschere,F-G,Regular Season,(1962-63),(1973-74),875.0,,31202,5722.0,13249.0,---,---,2609.0,3730,134,623,9618,2497,67,39,---,2801,14053.0,,---,---,35.65942857142857,6.539428571428571,15.141714285714286,---,---,2.9817142857142858,4.2628571428571425,0.15314285714285714,0.712,10.992,2.8537142857142856,0.07657142857142857,0.044571428571428574,---,3.201142857142857,16.06057142857143
1294,NBA,Gabriel,Deck,F,Regular Season,(2020-21),(2021-22),17.0,0,268,40.0,81.0,4,19,18.0,22,17,29,46,29,9,0,8,11,102.0,,---,---,15.764705882352942,2.3529411764705883,4.764705882352941,0.23529411764705882,1.1176470588235294,1.0588235294117647,1.2941176470588236,1,1.7058823529411764,2.7058823529411766,1.7058823529411764,0.5294117647058824,0,0.47058823529411764,0.6470588235294118,6.0
1295,NBA,Andrew,DeClercq,F-C,Regular Season,(1995-96),(2004-05),587.0,253,9847,1118.0,2207.0,0,2,579.0,932,1025,1463,2488,339,390,301,550,1789,2815.0,,---,---,16.775127768313457,1.9045996592844974,3.7597955706984667,0,0.0034071550255536627,0.9863713798977853,1.5877342419080067,1.746166950596252,2.492333901192504,4.238500851788756,0.5775127768313458,0.6643952299829642,0.5127768313458262,0.9369676320272572,3.0477001703577513,4.79557069846678
